Schema Element,kind
http://bio2rdf.org/drugbank_vocabulary:mixture,predicate
http://bio2rdf.org/drugbank_vocabulary:patent,predicate
http://bio2rdf.org/drugbank_vocabulary:pharmacodynamics,predicate
http://bio2rdf.org/drugbank_vocabulary:product,predicate
http://bio2rdf.org/drugbank_vocabulary:protein-binding,predicate
http://bio2rdf.org/drugbank_vocabulary:route,predicate
http://bio2rdf.org/drugbank_vocabulary:route-of-elimination,predicate
http://bio2rdf.org/drugbank_vocabulary:salt,predicate
http://bio2rdf.org/drugbank_vocabulary:source,predicate
http://bio2rdf.org/drugbank_vocabulary:synonym,predicate
http://bio2rdf.org/drugbank_vocabulary:target,predicate
http://bio2rdf.org/drugbank_vocabulary:toxicity,predicate
http://bio2rdf.org/drugbank_vocabulary:transporter,predicate
http://bio2rdf.org/drugbank_vocabulary:volume-of-distribution,predicate
http://bio2rdf.org/goa_vocabulary:go-annotation,predicate
http://bio2rdf.org/goa_vocabulary:target,predicate
http://bio2rdf.org/hgnc_vocabulary:has-approved-symbol,predicate
http://bio2rdf.org/hgnc_vocabulary:is-approved-symbol-of,predicate
http://bio2rdf.org/hgnc_vocabulary:previous-symbol,predicate
http://bio2rdf.org/hgnc_vocabulary:status,predicate
http://bio2rdf.org/irefindex_vocabulary:article,predicate
http://bio2rdf.org/irefindex_vocabulary:canonical-group,predicate
http://bio2rdf.org/irefindex_vocabulary:expansion-method,predicate
http://bio2rdf.org/irefindex_vocabulary:interactor-a,predicate
http://bio2rdf.org/irefindex_vocabulary:interactor-a-canonical-group,predicate
http://bio2rdf.org/irefindex_vocabulary:interactor-b,predicate
http://bio2rdf.org/irefindex_vocabulary:interactor-b-canonical-group,predicate
http://bio2rdf.org/irefindex_vocabulary:interactor_a,predicate
http://bio2rdf.org/irefindex_vocabulary:interactor_b,predicate
http://bio2rdf.org/irefindex_vocabulary:taxon-sequence-identical-interaction,predicate
http://bio2rdf.org/irefindex_vocabulary:taxon-sequence-similar-interaction,predicate
http://bio2rdf.org/kegg_vocabulary:component,predicate
http://bio2rdf.org/kegg_vocabulary:compound,predicate
http://bio2rdf.org/kegg_vocabulary:disease,predicate
http://bio2rdf.org/kegg_vocabulary:drug,predicate
http://bio2rdf.org/kegg_vocabulary:drug-target,predicate
http://bio2rdf.org/kegg_vocabulary:enzyme,predicate
http://bio2rdf.org/kegg_vocabulary:gene,predicate
http://bio2rdf.org/kegg_vocabulary:interaction,predicate
http://bio2rdf.org/kegg_vocabulary:ko-gene,predicate
http://bio2rdf.org/kegg_vocabulary:ko-marker,predicate
http://bio2rdf.org/kegg_vocabulary:ko_pathway,predicate
http://bio2rdf.org/kegg_vocabulary:link,predicate
http://bio2rdf.org/kegg_vocabulary:member,predicate
http://bio2rdf.org/kegg_vocabulary:metabolism,predicate
http://bio2rdf.org/kegg_vocabulary:module,predicate
http://bio2rdf.org/kegg_vocabulary:orthology,predicate
http://bio2rdf.org/kegg_vocabulary:pathway,predicate
http://bio2rdf.org/kegg_vocabulary:pathway_map,predicate
http://bio2rdf.org/kegg_vocabulary:product,predicate
http://bio2rdf.org/kegg_vocabulary:reaction,predicate
http://bio2rdf.org/kegg_vocabulary:reaction-center,predicate
http://bio2rdf.org/kegg_vocabulary:reference,predicate
http://bio2rdf.org/kegg_vocabulary:relatedpair,predicate
http://bio2rdf.org/kegg_vocabulary:rpair,predicate
http://bio2rdf.org/kegg_vocabulary:rpair-role,predicate
http://bio2rdf.org/kegg_vocabulary:same-as,predicate
http://bio2rdf.org/kegg_vocabulary:source,predicate
http://bio2rdf.org/kegg_vocabulary:str_map,predicate
http://bio2rdf.org/kegg_vocabulary:substrate,predicate
http://bio2rdf.org/kegg_vocabulary:target,predicate
http://bio2rdf.org/kegg_vocabulary:x-kegg,predicate
http://bio2rdf.org/mesh_vocabulary:allowable-topical-qualifiers,predicate
http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,predicate
http://bio2rdf.org/mesh_vocabulary:pharmacological-action,predicate
http://bio2rdf.org/mesh_vocabulary:semantic-type,predicate
http://bio2rdf.org/mgi_vocabulary:allele,predicate
http://bio2rdf.org/mgi_vocabulary:marker,predicate
http://bio2rdf.org/ncbigene_vocabulary:gene,predicate
http://bio2rdf.org/ncbigene_vocabulary:gene-component-association,predicate
http://bio2rdf.org/ncbigene_vocabulary:gene-function-association,predicate
http://bio2rdf.org/ncbigene_vocabulary:gene-process-association,predicate
http://bio2rdf.org/ndc_vocabulary:amount_unit,predicate
http://bio2rdf.org/ndc_vocabulary:dosage-form,predicate
http://bio2rdf.org/ndc_vocabulary:has-package,predicate
http://bio2rdf.org/ndc_vocabulary:has-part,predicate
http://bio2rdf.org/ndc_vocabulary:ingredient,predicate
http://bio2rdf.org/ndc_vocabulary:labeller,predicate
http://bio2rdf.org/ndc_vocabulary:pharmacological-class,predicate
http://bio2rdf.org/ndc_vocabulary:product-type,predicate
http://bio2rdf.org/ndc_vocabulary:route,predicate
http://bio2rdf.org/omim_vocabulary:characteristic-of,predicate
http://bio2rdf.org/omim_vocabulary:clinical-synopsis,predicate
http://bio2rdf.org/omim_vocabulary:feature,predicate
http://bio2rdf.org/omim_vocabulary:mimNumber,predicate
http://bio2rdf.org/omim_vocabulary:phenotype-map,predicate
http://bio2rdf.org/omim_vocabulary:phenotypeMimNumber,predicate
http://bio2rdf.org/omim_vocabulary:refers-to,predicate
http://bio2rdf.org/omim_vocabulary:variant,predicate
http://bio2rdf.org/omim_vocabulary:x-omim,predicate
http://bio2rdf.org/pharmgkb_vocabulary:disease,predicate
http://bio2rdf.org/pharmgkb_vocabulary:drug,predicate
http://bio2rdf.org/pharmgkb_vocabulary:gene,predicate
http://bio2rdf.org/pharmgkb_vocabulary:variantlocation,predicate
http://bio2rdf.org/sgd_vocabulary:chromosome,predicate
http://bio2rdf.org/sgd_vocabulary:has-participant,predicate
http://bio2rdf.org/sgd_vocabulary:has-proper-part,predicate
http://bio2rdf.org/sgd_vocabulary:is-proper-part-of,predicate
http://bio2rdf.org/sgd_vocabulary:query,predicate
http://bio2rdf.org/sgd_vocabulary:strand,predicate
http://bio2rdf.org/wormbase_vocabulary:associated-gene-variant,predicate
http://bio2rdf.org/wormbase_vocabulary:associated-rnai-knockdown-experiment,predicate
http://bio2rdf.org/wormbase_vocabulary:cosmid,predicate
http://bio2rdf.org/wormbase_vocabulary:gene,predicate
http://bio2rdf.org/wormbase_vocabulary:genetically-interacts-with,predicate
http://bio2rdf.org/wormbase_vocabulary:involves,predicate
http://bio2rdf.org/wormbase_vocabulary:physically-interacts-with,predicate
http://bio2rdf.org/wormbase_vocabulary:publication,predicate
http://bio2rdf.org/wormbase_vocabulary:regulates,predicate
http://bio2rdf.org/wormbase_vocabulary:rnai,predicate
http://bio2rdf.org/wormbase_vocabulary:target-gene,predicate
http://www.w3.org/1999/02/22-rdf-syntax-ns#type,predicate
http://www.w3.org/2000/01/rdf-schema#subClassOf,predicate
http://www.w3.org/2002/07/owl#sameAs,predicate
http://www.w3.org/2002/07/owl#sourceIndividual,predicate
