Class1,Predicate,Class2
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:B03.440.400.425.500.500
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:B03.440.400.425.525
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:B03.440.400.425.525.520
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:B03.440.400.425.575
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:B03.440.400.425.625
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:B03.440.400.425.967.750
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:B03.440.425.400.750
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:B03.440.425.410.405
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:B03.440.425.410.405.500
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:B03.440.425.410.711.193.150
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:B03.440.450.425.260
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:B03.440.450.425.375
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:B03.440.450.425.500
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:B03.440.450.690
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:B03.440.540
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:B03.440.647
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:B03.660.050.035
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:B03.660.050.070
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:B03.660.050.070.700
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:B03.660.050.350
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:B03.660.050.350.080
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:B03.660.050.500
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:B03.660.050.500.500
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:B03.660.050.512
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:B03.660.050.512.500
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:B03.660.050.663.050.415
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:B03.660.050.765
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:B03.660.075.027.800
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:B03.660.075.102.150
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:B03.660.075.102.170
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:B03.660.075.495
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:B03.660.075.495.520
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:B03.660.125.500.710
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:B03.660.250.021.755
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:B03.660.250.110.750
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:B03.660.250.145
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:B03.660.250.145.500
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:B03.660.250.150.160
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:B03.660.250.150.280
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:B03.660.250.150.500
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:B03.660.250.500
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:B03.660.250.500.500
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:B03.660.250.580
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:B03.660.250.915.750
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:B03.851.595.193.150
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:B04.100
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:B04.280.037
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:B04.909.204.099
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:B04.970.060
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:B05.350
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C01.252.200
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C01.252.400.310.330
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C01.395
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C01.539.221
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C01.703.513.249
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C03.105.250
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C03.335.865.859
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C04.557.465.625.600.380.080
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C04.557.470.200.025.232
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C04.557.470.615.132
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C04.557.470.670.380.080
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C04.557.580.625.600.380.080
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C04.557.645.375
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C04.557.645.375.385
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C04.588.274.761
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C04.588.322.475
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C04.588.614.250.195.205.200
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C04.588.614.300.600
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C04.588.614.596.240.240
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C05.651.575
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C05.651.701
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C06.301.761
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C06.689.667
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C07.793.494
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C09.218.807.800
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.114.375.500
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.114.656
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.114.875
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.228.140.079.612
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.228.140.079.862
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.228.140.079.862.800
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.228.140.199.275
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.228.140.211.280.300
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.228.140.300.200.345
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.228.140.300.350
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.228.140.300.350.500
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.228.140.300.525
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.228.140.300.525.425.500
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.228.140.300.535.200
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.228.140.300.535.450
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.228.140.300.535.450.200
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.228.140.300.535.800
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.228.140.300.850
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.228.140.380.266.299
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.228.140.430.550
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.228.140.546.399.750
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.228.140.624
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.228.140.631
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.228.228.205.250
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.228.228.245.550
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.228.228.507.850
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.228.228.709
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.228.566.500
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.228.662.550
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.228.662.600
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.228.662.600.700
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.228.854.770
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.228.854.785
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.228.854.785.650
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.292.150
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.292.225.800
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.292.262
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.292.562.675
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.292.700.500
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.314.350.500
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.551.240.250.200.200
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.551.360.500
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.574.625
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.597.404
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.597.606.150.500.300.200
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.597.606.358.800.200
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.597.606.525.100
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.597.606.525
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.597.606.762.100
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.597.636
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.597.636.500
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.597.742
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.668.491.550
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.668.491.650
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.668.758.725
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.668.829.100
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.668.829.500.850
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.668.829.550.925
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.668.829.650
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.720.112.100
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.720.112
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.720.475
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.720.475.400
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.886.659
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.900
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.900.250
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.900.250.300
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.900.300.087.187
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.900.300.218
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.900.300.837
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.900.300.837.150
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.900.300.918
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C10.900.850
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C11.270.040.545
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C11.590.400
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C11.640.544
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C12.777.419.403
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C13.351.968.419.403
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C13.703.039
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C14.280.238.100
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C14.280.647.250.285
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C14.280.955.249.070
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C14.280.955.249
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C14.907.075
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C14.907.253.123.345
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C14.907.253.535
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C14.907.253.535.500
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C14.907.253.566.350.500
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C14.907.253.573.200
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C14.907.253.573.400
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C14.907.253.573.400.150
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C14.907.253.573.800
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C14.907.253.946
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C14.907.355.590.213.350.500
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C14.907.355.830.850.213.350.500
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C14.907.454.385
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C14.907.585.250.285
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C14.907.790
http://bio2rdf.org/mesh_vocabulary:Resource,http://bio2rdf.org/mesh_vocabulary:mesh-tree-number,http://bio2rdf.org/mesh:C14.907.790.550
